time_utc,gage_height_m,gage_height_ft,gage_height_m_extra,gage_height_ft_extra
2019-02-24 00:00:00+00:00,1.9162997290220174,6.2870728029645955,1.9162997290220174,6.2870728029645955
2019-02-24 01:00:00+00:00,1.9118899669511673,6.2726050791720676,1.9118899669511673,6.2726050791720676
2019-02-24 02:00:00+00:00,1.907480204880317,6.258137355379539,1.907480204880317,6.258137355379539
2019-02-24 03:00:00+00:00,1.903070442809467,6.243669631587012,1.903070442809467,6.243669631587012
2019-02-24 04:00:00+00:00,1.8986606807386166,6.229201907794483,1.8986606807386166,6.229201907794483
2019-02-24 05:00:00+00:00,1.8942509186677665,6.214734184001955,1.8942509186677665,6.214734184001955
2019-02-24 06:00:00+00:00,1.8898411565969164,6.200266460209427,1.8898411565969164,6.200266460209427
2019-02-24 07:00:00+00:00,1.8854313945260661,6.185798736416899,1.8854313945260661,6.185798736416899
2019-02-24 08:00:00+00:00,1.881021632455216,6.171331012624371,1.881021632455216,6.171331012624371
2019-02-24 09:00:00+00:00,1.8780817910746492,6.161685863429352,1.8780817910746492,6.161685863429352
2019-02-24 10:00:00+00:00,1.873672029003799,6.1472181396368235,1.873672029003799,6.1472181396368235
2019-02-24 11:00:00+00:00,1.8692622669329488,6.132750415844296,1.8692622669329488,6.132750415844296
2019-02-24 12:00:00+00:00,1.866322425552382,6.123105266649277,1.866322425552382,6.123105266649277
2019-02-24 13:00:00+00:00,1.8633825841718152,6.113460117454259,1.8633825841718152,6.113460117454259
2019-02-24 14:00:00+00:00,1.8604427427912484,6.10381496825924,1.8604427427912484,6.10381496825924
2019-02-24 15:00:00+00:00,1.8575029014106816,6.094169819064221,1.8575029014106816,6.094169819064221
2019-02-24 16:00:00+00:00,1.8545630600301148,6.084524669869202,1.8545630600301148,6.084524669869202
2019-02-24 17:00:00+00:00,1.851623218649548,6.074879520674183,1.851623218649548,6.074879520674183
2019-02-24 18:00:00+00:00,1.8486833772689812,6.065234371479164,1.8486833772689812,6.065234371479164
2019-02-24 19:00:00+00:00,1.8457435358884144,6.055589222284145,1.8457435358884144,6.055589222284145
2019-02-24 20:00:00+00:00,1.8413337738175644,6.041121498491618,1.8413337738175644,6.041121498491618
2019-02-24 21:00:00+00:00,1.8383939324369976,6.031476349296599,1.8383939324369976,6.031476349296599
2019-02-24 22:00:00+00:00,1.8339841703661472,6.0170086255040705,1.8339841703661472,6.0170086255040705
2019-02-24 23:00:00+00:00,1.8295744082952972,6.0025409017115425,1.8295744082952972,6.0025409017115425
2019-02-25 00:00:00+00:00,1.824612408962939,5.986261375821969,1.824612408962939,5.986261375821969
2019-02-25 01:00:00+00:00,1.8212259838236773,5.975151056768073,1.8212259838236773,5.975151056768073
2019-02-25 02:00:00+00:00,1.8178395586844156,5.964040737714178,1.8178395586844156,5.964040737714178
2019-02-25 03:00:00+00:00,1.814453133545154,5.952930418660283,1.814453133545154,5.952930418660283
2019-02-25 04:00:00+00:00,1.8110667084058925,5.941820099606388,1.8110667084058925,5.941820099606388
2019-02-25 05:00:00+00:00,1.8076802832666308,5.930709780552493,1.8076802832666308,5.930709780552493
2019-02-25 06:00:00+00:00,1.804293858127369,5.919599461498597,1.804293858127369,5.919599461498597
2019-02-25 07:00:00+00:00,1.7992142204184767,5.902933982917755,1.7992142204184767,5.902933982917755
2019-02-25 08:00:00+00:00,1.795827795279215,5.8918236638638595,1.795827795279215,5.8918236638638595
2019-02-25 09:00:00+00:00,1.7907481575703226,5.875158185283017,1.7907481575703226,5.875158185283017
2019-02-25 10:00:00+00:00,1.787361732431061,5.8640478662291216,1.787361732431061,5.8640478662291216
2019-02-25 11:00:00+00:00,1.7822820947221685,5.847382387648279,1.7822820947221685,5.847382387648279
2019-02-25 12:00:00+00:00,1.7788956695829068,5.836272068594384,1.7788956695829068,5.836272068594384
2019-02-25 13:00:00+00:00,1.775509244443645,5.825161749540489,1.775509244443645,5.825161749540489
