11461000,2019,2,22,239
11461000,2019,2,23,203
11461000,2019,2,24,186
11461000,2019,2,25,2460
11461000,2019,2,26,6100
11461000,2019,2,27,4710
11461000,2019,2,28,1380
11461000,2019,3,1,873
11461000,2019,3,2,1110
11461000,2019,3,3,846
11461000,2019,3,4,672
11461000,2019,3,5,608
11461000,2019,3,6,1380
11461000,2019,3,7,900
11461000,2019,3,8,684
11461000,2019,3,9,677
11461000,2019,3,10,782
11461000,2019,3,11,565
11461000,2019,3,12,441
11461000,2019,3,13,336
11461000,2019,3,14,276
11461000,2019,3,15,235
11461000,2019,3,16,203
11461000,2019,3,17,180
11461000,2019,3,18,163
11461000,2019,3,19,147
11461000,2019,3,20,166
11461000,2019,3,21,158
11461000,2019,3,22,323
11461000,2019,3,23,424
11461000,2019,3,24,246
11461000,2019,3,25,773
11461000,2019,3,26,593
11461000,2019,3,27,1150
11461000,2019,3,28,912
11461000,2019,3,29,784
11461000,2019,3,30,573
11461000,2019,3,31,428
11461000,2019,4,1,331
11461000,2019,4,2,288
11461000,2019,4,3,251
11461000,2019,4,4,218
11461000,2019,4,5,246
11461000,2019,4,6,234
11461000,2019,4,7,264
11461000,2019,4,8,423
11461000,2019,4,9,558
11461000,2019,4,10,359
11461000,2019,4,11,276
11461000,2019,4,12,232
11461000,2019,4,13,197
11461000,2019,4,14,170
11461000,2019,4,15,157
11461000,2019,4,16,194
11461000,2019,4,17,142
11461000,2019,4,18,126
11461000,2019,4,19,115
11461000,2019,4,20,104
11461000,2019,4,21,94.3
11461000,2019,4,22,86.8
11461000,2019,4,23,81.1
11461000,2019,4,24,75.6
11461000,2019,4,25,69.8
11461000,2019,4,26,64.6
11461000,2019,4,27,60.2
11461000,2019,4,28,57.5
11461000,2019,4,29,55
11461000,2019,4,30,52.2
11461000,2019,5,1,48.6
11461000,2019,5,2,45.6
11461000,2019,5,3,43.5
11461000,2019,5,4,41.3
11461000,2019,5,5,40.1
11461000,2019,5,6,39
11461000,2019,5,7,37.4
11461000,2019,5,8,36.5
11461000,2019,5,9,36.4
11461000,2019,5,10,33.8
11461000,2019,5,11,31.4
11461000,2019,5,12,29.9
11461000,2019,5,13,28.4
11461000,2019,5,14,27.8
11461000,2019,5,15,40.8
11461000,2019,5,16,342
11461000,2019,5,17,531
11461000,2019,5,18,422
11461000,2019,5,19,841
11461000,2019,5,20,422
11461000,2019,5,21,712
11461000,2019,5,22,652
11461000,2019,5,23,369
11461000,2019,5,24,234
11461000,2019,5,25,176
11461000,2019,5,26,145
11461000,2019,5,27,123
11461000,2019,5,28,107
11461000,2019,5,29,94.1
11461000,2019,5,30,84
11461000,2019,5,31,74.9
11461000,2019,6,1,68.4
11461000,2019,6,2,61.8
11461000,2019,6,3,56.4
11461000,2019,6,4,51.2
11461000,2019,6,5,47.1
11461000,2019,6,6,44
11461000,2019,6,7,40.9
11461000,2019,6,8,37.7
11461000,2019,6,9,35.4
11461000,2019,6,10,33.5
11461000,2019,6,11,31.7
11461000,2019,6,12,29.7
11461000,2019,6,13,28.2
11461000,2019,6,14,26.9
11461000,2019,6,15,25.9
11461000,2019,6,16,25.1
11461000,2019,6,17,24
11461000,2019,6,18,22.8
11461000,2019,6,19,21.4
11461000,2019,6,20,20.4
11461000,2019,6,21,19.6
11461000,2019,6,22,19.1
11461000,2019,6,23,18
11461000,2019,6,24,17.7
11461000,2019,6,25,16.8
11461000,2019,6,26,16.3
11461000,2019,6,27,16.3
11461000,2019,6,28,15.3
11461000,2019,6,29,14.7
11461000,2019,6,30,14.3
11461000,2019,7,1,13.6
11461000,2019,7,2,13.1
11461000,2019,7,3,12.8
11461000,2019,7,4,12.5
11461000,2019,7,5,11.8
11461000,2019,7,6,11
11461000,2019,7,7,10.4
11461000,2019,7,8,10.2
11461000,2019,7,9,10.1
11461000,2019,7,10,9.62
11461000,2019,7,11,9.49
11461000,2019,7,12,9.09
11461000,2019,7,13,8.41
11461000,2019,7,14,7.92
11461000,2019,7,15,7.52
11461000,2019,7,16,7.13
11461000,2019,7,17,6.93
11461000,2019,7,18,6.53
11461000,2019,7,19,6.29
11461000,2019,7,20,6.02
11461000,2019,7,21,5.78
11461000,2019,7,22,5.25
11461000,2019,7,23,4.84
11461000,2019,7,24,4.45
11461000,2019,7,25,4.06
11461000,2019,7,26,3.75
11461000,2019,7,27,3.66
11461000,2019,7,28,3.31
11461000,2019,7,29,3.04
11461000,2019,7,30,3.1
