11465200,2019,2,22,3070
11465200,2019,2,23,3050
11465200,2019,2,24,1860
11465200,2019,2,25,872
11465200,2019,2,26,4160
11465200,2019,2,27,3720
11465200,2019,2,28,1060
11465200,2019,3,1,1700
11465200,2019,3,2,4950
11465200,2019,3,3,4890
11465200,2019,3,4,3130
11465200,2019,3,5,1100
11465200,2019,3,6,1540
11465200,2019,3,7,2210
11465200,2019,3,8,4250
11465200,2019,3,9,4280
11465200,2019,3,10,4400
11465200,2019,3,11,4230
11465200,2019,3,12,2980
11465200,2019,3,13,2020
11465200,2019,3,14,1950
11465200,2019,3,15,1390
11465200,2019,3,16,952
11465200,2019,3,17,929
11465200,2019,3,18,925
11465200,2019,3,19,921
11465200,2019,3,20,924
11465200,2019,3,21,912
11465200,2019,3,22,941
11465200,2019,3,23,954
11465200,2019,3,24,929
11465200,2019,3,25,998
11465200,2019,3,26,991
11465200,2019,3,27,1160
11465200,2019,3,28,1150
11465200,2019,3,29,1100
11465200,2019,3,30,1040
11465200,2019,3,31,1010
11465200,2019,4,1,979
11465200,2019,4,2,956
11465200,2019,4,3,781
11465200,2019,4,4,521
11465200,2019,4,5,529
11465200,2019,4,6,515
11465200,2019,4,7,505
11465200,2019,4,8,501
11465200,2019,4,9,495
11465200,2019,4,10,488
11465200,2019,4,11,482
11465200,2019,4,12,477
11465200,2019,4,13,472
11465200,2019,4,14,467
11465200,2019,4,15,462
11465200,2019,4,16,459
11465200,2019,4,17,454
11465200,2019,4,18,451
11465200,2019,4,19,449
11465200,2019,4,20,447
11465200,2019,4,21,445
11465200,2019,4,22,443
11465200,2019,4,23,387
11465200,2019,4,24,342
11465200,2019,4,25,339
11465200,2019,4,26,337
11465200,2019,4,27,335
11465200,2019,4,28,334
11465200,2019,4,29,292
11465200,2019,4,30,238
11465200,2019,5,1,217
11465200,2019,5,2,215
11465200,2019,5,3,187
11465200,2019,5,4,162
11465200,2019,5,5,160
11465200,2019,5,6,134
11465200,2019,5,7,113
11465200,2019,5,8,112
11465200,2019,5,9,107
11465200,2019,5,10,106
11465200,2019,5,11,105
11465200,2019,5,12,103
11465200,2019,5,13,102
11465200,2019,5,14,102
11465200,2019,5,15,141
11465200,2019,5,16,228
11465200,2019,5,17,181
11465200,2019,5,18,229
11465200,2019,5,19,349
11465200,2019,5,20,331
11465200,2019,5,21,368
11465200,2019,5,22,345
11465200,2019,5,23,333
