id,ras_name,start,end
0,flood_WM_S1A_IW_GRDH_1SDV_20190617T000236_20190617T000301_027712_0320C9_5E5F_crop_597.tif,20190617T000236,20190617T000301
1,flood_WM_S1A_IW_GRDH_1SDV_20190617T000236_20190617T000301_027712_0320C9_5E5F_crop_1363.tif,20190617T000236,20190617T000301
2,flood_WM_S1A_IW_GRDH_1SDV_20190617T000236_20190617T000301_027712_0320C9_5E5F_crop_230.tif,20190617T000236,20190617T000301
3,flood_WM_S1A_IW_GRDH_1SDV_20190617T000236_20190617T000301_027712_0320C9_5E5F_crop_11.tif,20190617T000236,20190617T000301
4,flood_WM_S1A_IW_GRDH_1SDV_20190617T000236_20190617T000301_027712_0320C9_5E5F_crop_651.tif,20190617T000236,20190617T000301
5,flood_WM_S1A_IW_GRDH_1SDV_20190617T000236_20190617T000301_027712_0320C9_5E5F_crop_1702.tif,20190617T000236,20190617T000301
6,flood_WM_S1A_IW_GRDH_1SDV_20190617T000236_20190617T000301_027712_0320C9_5E5F_crop_127.tif,20190617T000236,20190617T000301
7,flood_WM_S1A_IW_GRDH_1SDV_20190617T000236_20190617T000301_027712_0320C9_5E5F_crop_1074.tif,20190617T000236,20190617T000301
8,flood_WM_S1A_IW_GRDH_1SDV_20190617T000236_20190617T000301_027712_0320C9_5E5F_crop_680.tif,20190617T000236,20190617T000301
9,flood_WM_S1A_IW_GRDH_1SDV_20190617T000236_20190617T000301_027712_0320C9_5E5F_crop_1415.tif,20190617T000236,20190617T000301
10,flood_WM_S1A_IW_GRDH_1SDV_20190617T000236_20190617T000301_027712_0320C9_5E5F_crop_934.tif,20190617T000236,20190617T000301
11,flood_WM_S1A_IW_GRDH_1SDV_20190617T000236_20190617T000301_027712_0320C9_5E5F_crop_546.tif,20190617T000236,20190617T000301
12,flood_WM_S1A_IW_GRDH_1SDV_20190617T000236_20190617T000301_027712_0320C9_5E5F_crop_368.tif,20190617T000236,20190617T000301
13,flood_WM_S1A_IW_GRDH_1SDV_20190617T000236_20190617T000301_027712_0320C9_5E5F_crop_709.tif,20190617T000236,20190617T000301
14,flood_WM_S1A_IW_GRDH_1SDV_20190617T000236_20190617T000301_027712_0320C9_5E5F_crop_999.tif,20190617T000236,20190617T000301
15,flood_WM_S1A_IW_GRDH_1SDV_20190617T000236_20190617T000301_027712_0320C9_5E5F_crop_1008.tif,20190617T000236,20190617T000301
16,flood_WM_S1A_IW_GRDH_1SDV_20190617T000236_20190617T000301_027712_0320C9_5E5F_crop_948.tif,20190617T000236,20190617T000301
17,flood_WM_S1A_IW_GRDH_1SDV_20190617T000236_20190617T000301_027712_0320C9_5E5F_crop_1469.tif,20190617T000236,20190617T000301
18,flood_WM_S1A_IW_GRDH_1SDV_20190617T000236_20190617T000301_027712_0320C9_5E5F_crop_1150.tif,20190617T000236,20190617T000301
19,flood_WM_S1A_IW_GRDH_1SDV_20190617T000236_20190617T000301_027712_0320C9_5E5F_crop_1296.tif,20190617T000236,20190617T000301
20,flood_WM_S1A_IW_GRDH_1SDV_20190617T000236_20190617T000301_027712_0320C9_5E5F_crop_462.tif,20190617T000236,20190617T000301
21,flood_WM_S1A_IW_GRDH_1SDV_20190617T000236_20190617T000301_027712_0320C9_5E5F_crop_810.tif,20190617T000236,20190617T000301
22,flood_WM_S1A_IW_GRDH_1SDV_20190617T000236_20190617T000301_027712_0320C9_5E5F_crop_1531.tif,20190617T000236,20190617T000301
