id,ras_name,start,end
0,flood_WM_S1A_IW_GRDH_1SDV_20190617T000441_20190617T000506_027712_0320C9_42BF_crop_734.tif,20190617T000441,20190617T000506
1,flood_WM_S1A_IW_GRDH_1SDV_20190617T000441_20190617T000506_027712_0320C9_42BF_crop_49.tif,20190617T000441,20190617T000506
2,flood_WM_S1A_IW_GRDH_1SDV_20190617T000441_20190617T000506_027712_0320C9_42BF_crop_880.tif,20190617T000441,20190617T000506
3,flood_WM_S1A_IW_GRDH_1SDV_20190617T000441_20190617T000506_027712_0320C9_42BF_crop_355.tif,20190617T000441,20190617T000506
4,flood_WM_S1A_IW_GRDH_1SDV_20190617T000441_20190617T000506_027712_0320C9_42BF_crop_423.tif,20190617T000441,20190617T000506
5,flood_WM_S1A_IW_GRDH_1SDV_20190617T000441_20190617T000506_027712_0320C9_42BF_crop_851.tif,20190617T000441,20190617T000506
6,flood_WM_S1A_IW_GRDH_1SDV_20190617T000441_20190617T000506_027712_0320C9_42BF_crop_384.tif,20190617T000441,20190617T000506
7,flood_WM_S1A_IW_GRDH_1SDV_20190617T000441_20190617T000506_027712_0320C9_42BF_crop_98.tif,20190617T000441,20190617T000506
8,flood_WM_S1A_IW_GRDH_1SDV_20190617T000441_20190617T000506_027712_0320C9_42BF_crop_909.tif,20190617T000441,20190617T000506
9,flood_WM_S1A_IW_GRDH_1SDV_20190617T000441_20190617T000506_027712_0320C9_42BF_crop_1996.tif,20190617T000441,20190617T000506
10,flood_WM_S1A_IW_GRDH_1SDV_20190617T000441_20190617T000506_027712_0320C9_42BF_crop_1243.tif,20190617T000441,20190617T000506
11,flood_WM_S1A_IW_GRDH_1SDV_20190617T000441_20190617T000506_027712_0320C9_42BF_crop_1185.tif,20190617T000441,20190617T000506
12,flood_WM_S1A_IW_GRDH_1SDV_20190617T000441_20190617T000506_027712_0320C9_42BF_crop_1622.tif,20190617T000441,20190617T000506
13,flood_WM_S1A_IW_GRDH_1SDV_20190617T000441_20190617T000506_027712_0320C9_42BF_crop_1154.tif,20190617T000441,20190617T000506
14,flood_WM_S1A_IW_GRDH_1SDV_20190617T000441_20190617T000506_027712_0320C9_42BF_crop_1535.tif,20190617T000441,20190617T000506
15,flood_WM_S1A_IW_GRDH_1SDV_20190617T000441_20190617T000506_027712_0320C9_42BF_crop_1947.tif,20190617T000441,20190617T000506
16,flood_WM_S1A_IW_GRDH_1SDV_20190617T000441_20190617T000506_027712_0320C9_42BF_crop_1292.tif,20190617T000441,20190617T000506
17,flood_WM_S1A_IW_GRDH_1SDV_20190617T000441_20190617T000506_027712_0320C9_42BF_crop_35.tif,20190617T000441,20190617T000506
18,flood_WM_S1A_IW_GRDH_1SDV_20190617T000441_20190617T000506_027712_0320C9_42BF_crop_1070.tif,20190617T000441,20190617T000506
19,flood_WM_S1A_IW_GRDH_1SDV_20190617T000441_20190617T000506_027712_0320C9_42BF_crop_748.tif,20190617T000441,20190617T000506
20,flood_WM_S1A_IW_GRDH_1SDV_20190617T000441_20190617T000506_027712_0320C9_42BF_crop_1863.tif,20190617T000441,20190617T000506
21,flood_WM_S1A_IW_GRDH_1SDV_20190617T000441_20190617T000506_027712_0320C9_42BF_crop_1411.tif,20190617T000441,20190617T000506
