id,ras_name,start,end
0,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_126.tif,1SDV,20170912T001029
1,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_22.tif,1SDV,20170912T001029
2,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_25.tif,1SDV,20170912T001029
3,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_88.tif,1SDV,20170912T001029
4,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_121.tif,1SDV,20170912T001029
5,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_59.tif,1SDV,20170912T001029
6,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_86.tif,1SDV,20170912T001029
7,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_57.tif,1SDV,20170912T001029
8,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_81.tif,1SDV,20170912T001029
9,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_128.tif,1SDV,20170912T001029
10,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_50.tif,1SDV,20170912T001029
11,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_8.tif,1SDV,20170912T001029
12,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_65.tif,1SDV,20170912T001029
13,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_19.tif,1SDV,20170912T001029
14,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_62.tif,1SDV,20170912T001029
15,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_10.tif,1SDV,20170912T001029
16,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_1.tif,1SDV,20170912T001029
17,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_114.tif,1SDV,20170912T001029
18,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_6.tif,1SDV,20170912T001029
19,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_113.tif,1SDV,20170912T001029
20,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_17.tif,1SDV,20170912T001029
21,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_102.tif,1SDV,20170912T001029
22,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_105.tif,1SDV,20170912T001029
23,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_73.tif,1SDV,20170912T001029
24,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_74.tif,1SDV,20170912T001029
25,non_flood_WM3_S1A_IW_GRDH_1SDV_20170912T001029_20170912T001054_018335_01EDA6_7CF2_crop_41.tif,1SDV,20170912T001029
