id,ras_name,start,end
0,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_709.tif,20190617T000326,20190617T000351
1,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_368.tif,20190617T000326,20190617T000351
2,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1333.tif,20190617T000326,20190617T000351
3,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_546.tif,20190617T000326,20190617T000351
4,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_934.tif,20190617T000326,20190617T000351
5,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_680.tif,20190617T000326,20190617T000351
6,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_127.tif,20190617T000326,20190617T000351
7,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1024.tif,20190617T000326,20190617T000351
8,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_651.tif,20190617T000326,20190617T000351
9,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_230.tif,20190617T000326,20190617T000351
10,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_597.tif,20190617T000326,20190617T000351
11,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1445.tif,20190617T000326,20190617T000351
12,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1100.tif,20190617T000326,20190617T000351
13,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_775.tif,20190617T000326,20190617T000351
14,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_314.tif,20190617T000326,20190617T000351
15,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1217.tif,20190617T000326,20190617T000351
16,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_810.tif,20190617T000326,20190617T000351
17,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_462.tif,20190617T000326,20190617T000351
18,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_948.tif,20190617T000326,20190617T000351
19,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_17.tif,20190617T000326,20190617T000351
20,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1089.tif,20190617T000326,20190617T000351
21,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1058.tif,20190617T000326,20190617T000351
22,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_999.tif,20190617T000326,20190617T000351
23,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1439.tif,20190617T000326,20190617T000351
24,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_772.tif,20190617T000326,20190617T000351
25,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1107.tif,20190617T000326,20190617T000351
26,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_313.tif,20190617T000326,20190617T000351
27,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_465.tif,20190617T000326,20190617T000351
28,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_817.tif,20190617T000326,20190617T000351
29,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1210.tif,20190617T000326,20190617T000351
30,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1348.tif,20190617T000326,20190617T000351
31,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_10.tif,20190617T000326,20190617T000351
32,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1399.tif,20190617T000326,20190617T000351
33,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_419.tif,20190617T000326,20190617T000351
34,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_933.tif,20190617T000326,20190617T000351
35,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_541.tif,20190617T000326,20190617T000351
36,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1334.tif,20190617T000326,20190617T000351
37,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_120.tif,20190617T000326,20190617T000351
38,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_687.tif,20190617T000326,20190617T000351
39,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_656.tif,20190617T000326,20190617T000351
40,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1023.tif,20190617T000326,20190617T000351
41,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1442.tif,20190617T000326,20190617T000351
42,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_590.tif,20190617T000326,20190617T000351
43,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_237.tif,20190617T000326,20190617T000351
44,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1109.tif,20190617T000326,20190617T000351
45,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_819.tif,20190617T000326,20190617T000351
46,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1346.tif,20190617T000326,20190617T000351
47,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_294.tif,20190617T000326,20190617T000351
48,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_941.tif,20190617T000326,20190617T000351
49,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_533.tif,20190617T000326,20190617T000351
50,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_152.tif,20190617T000326,20190617T000351
51,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1080.tif,20190617T000326,20190617T000351
52,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1051.tif,20190617T000326,20190617T000351
53,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_624.tif,20190617T000326,20190617T000351
54,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_183.tif,20190617T000326,20190617T000351
55,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_245.tif,20190617T000326,20190617T000351
56,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_990.tif,20190617T000326,20190617T000351
57,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1397.tif,20190617T000326,20190617T000351
58,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1430.tif,20190617T000326,20190617T000351
59,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1175.tif,20190617T000326,20190617T000351
60,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_700.tif,20190617T000326,20190617T000351
61,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_361.tif,20190617T000326,20190617T000351
62,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1262.tif,20190617T000326,20190617T000351
63,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_417.tif,20190617T000326,20190617T000351
64,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_865.tif,20190617T000326,20190617T000351
65,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_689.tif,20190617T000326,20190617T000351
66,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_62.tif,20190617T000326,20190617T000351
67,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_658.tif,20190617T000326,20190617T000351
68,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_239.tif,20190617T000326,20190617T000351
69,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_707.tif,20190617T000326,20190617T000351
70,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1172.tif,20190617T000326,20190617T000351
71,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_366.tif,20190617T000326,20190617T000351
72,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_862.tif,20190617T000326,20190617T000351
73,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_410.tif,20190617T000326,20190617T000351
74,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1265.tif,20190617T000326,20190617T000351
75,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_548.tif,20190617T000326,20190617T000351
76,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_65.tif,20190617T000326,20190617T000351
77,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_129.tif,20190617T000326,20190617T000351
78,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_599.tif,20190617T000326,20190617T000351
79,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1219.tif,20190617T000326,20190617T000351
80,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_534.tif,20190617T000326,20190617T000351
81,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_946.tif,20190617T000326,20190617T000351
82,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_293.tif,20190617T000326,20190617T000351
83,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1341.tif,20190617T000326,20190617T000351
84,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1087.tif,20190617T000326,20190617T000351
85,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_19.tif,20190617T000326,20190617T000351
86,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_155.tif,20190617T000326,20190617T000351
87,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_184.tif,20190617T000326,20190617T000351
88,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_623.tif,20190617T000326,20190617T000351
89,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1056.tif,20190617T000326,20190617T000351
90,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1437.tif,20190617T000326,20190617T000351
91,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1390.tif,20190617T000326,20190617T000351
92,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_997.tif,20190617T000326,20190617T000351
93,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_242.tif,20190617T000326,20190617T000351
94,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1196.tif,20190617T000326,20190617T000351
95,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_857.tif,20190617T000326,20190617T000351
96,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_425.tif,20190617T000326,20190617T000351
97,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_382.tif,20190617T000326,20190617T000351
98,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1250.tif,20190617T000326,20190617T000351
99,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1281.tif,20190617T000326,20190617T000351
100,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_886.tif,20190617T000326,20190617T000351
101,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_353.tif,20190617T000326,20190617T000351
102,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_732.tif,20190617T000326,20190617T000351
103,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_1147.tif,20190617T000326,20190617T000351
104,flood_WM_S1A_IW_GRDH_1SDV_20190617T000326_20190617T000351_027712_0320C9_3AC6_crop_81.tif,20190617T000326,20190617T000351
