11465680,2022,12,29,27.6
11465680,2022,12,30,160
11465680,2022,12,31,487
11465680,2023,1,1,153
11465680,2023,1,2,50.7
11465680,2023,1,3,64.1
11465680,2023,1,4,457
11465680,2023,1,5,1680
11465680,2023,1,6,520
11465680,2023,1,7,179
11465680,2023,1,8,1090
11465680,2023,1,9,1850
11465680,2023,1,10,788
11465680,2023,1,11,379
11465680,2023,1,12,433
11465680,2023,1,13,499
11465680,2023,1,14,1230
11465680,2023,1,15,785
11465680,2023,1,16,548
11465680,2023,1,17,127
11465680,2023,1,18,76.5
11465680,2023,1,19,89
11465680,2023,1,20,54.4
