11464000,1995,1,8,1226.1194574336
11464000,1995,1,9,1962.3574688256
11464000,1995,1,10,1192.1392415232
11464000,1995,1,11,580.495355136
11464000,1995,1,12,543.6834545664
11464000,1995,1,13,668.2775795712
11464000,1995,1,14,951.4460454912
11464000,1995,1,15,427.5843835392
11464000,1995,1,16,271.8417272832
11464000,1995,1,17,238.42784830464
11464000,1995,1,18,234.46348978176
11464000,1995,1,19,203.03179006464
11464000,1995,1,20,231.06546819072
11464000,1995,1,21,228.23378353152
11464000,1995,1,22,225.68526733824
11464000,1995,1,23,322.8120511488
11464000,1995,1,24,365.2873210368
11464000,1995,1,25,281.46945512448
11464000,1995,1,26,272.97440114688
11464000,1995,1,27,334.1387897856
11464000,1995,1,28,308.6536278528
11464000,1995,1,29,256.55063012352
11464000,1995,1,30,281.7526235904
11464000,1995,1,31,263.91301023744
