time_utc,gage_height_m,gage_height_ft,gage_height_m_extra,gage_height_ft_extra
2019-02-24 00:00:00+00:00,0.660877816643337,2.168234375956126,0.660877816643337,2.168234375956126
2019-02-24 01:00:00+00:00,0.6587410491399761,2.161223983660399,0.6587410491399761,2.161223983660399
2019-02-24 02:00:00+00:00,0.6571384735124555,2.155966189438604,0.6571384735124555,2.155966189438604
2019-02-24 03:00:00+00:00,0.6566042816366153,2.154213591364673,0.6566042816366153,2.154213591364673
2019-02-24 04:00:00+00:00,0.6566042816366153,2.154213591364673,0.6566042816366153,2.154213591364673
2019-02-24 05:00:00+00:00,0.6560700897607751,2.1524609932907413,0.6560700897607751,2.1524609932907413
2019-02-24 06:00:00+00:00,0.6550017060090947,2.1489557971428783,0.6550017060090947,2.1489557971428783
2019-02-24 07:00:00+00:00,0.653399130381574,2.1436980029210835,0.653399130381574,2.1436980029210835
2019-02-24 08:00:00+00:00,0.6523307466298935,2.14019280677322,0.6523307466298935,2.14019280677322
2019-02-24 09:00:00+00:00,0.6517965547540534,2.1384402086992886,0.6517965547540534,2.1384402086992886
2019-02-24 10:00:00+00:00,0.6507281710023729,2.1349350125514253,0.6507281710023729,2.1349350125514253
2019-02-24 11:00:00+00:00,0.6496597872506925,2.131429816403562,0.6496597872506925,2.131429816403562
2019-02-24 12:00:00+00:00,0.6480572116231719,2.126172022181767,0.6480572116231719,2.126172022181767
2019-02-24 13:00:00+00:00,0.6464546359956512,2.120914227959972,0.6464546359956512,2.120914227959972
2019-02-24 14:00:00+00:00,0.645920444119811,2.1191616298860407,0.645920444119811,2.1191616298860407
2019-02-24 15:00:00+00:00,0.6448520603681306,2.1156564337381774,0.6448520603681306,2.1156564337381774
2019-02-24 16:00:00+00:00,0.64324948474061,2.1103986395163825,0.64324948474061,2.1103986395163825
2019-02-24 17:00:00+00:00,0.6405785253614088,2.1016356491467243,0.6405785253614088,2.1016356491467243
2019-02-24 18:00:00+00:00,0.6379075659822078,2.0928726587770665,0.6379075659822078,2.0928726587770665
2019-02-24 19:00:00+00:00,0.6357707984788469,2.0858622664813398,0.6357707984788469,2.0858622664813398
2019-02-24 20:00:00+00:00,0.6330998390996458,2.077099276111682,0.6330998390996458,2.077099276111682
2019-02-24 21:00:00+00:00,0.6314972634721252,2.071841481889887,0.6314972634721252,2.071841481889887
2019-02-24 22:00:00+00:00,0.6288263040929242,2.0630784915202294,0.6288263040929242,2.0630784915202294
2019-02-24 23:00:00+00:00,0.6266895365895633,2.0560680992245026,0.6266895365895633,2.0560680992245026
2019-02-25 00:00:00+00:00,0.6256211528378829,2.0525629030766397,0.6256211528378829,2.0525629030766397
2019-02-25 01:00:00+00:00,0.6250869609620426,2.050810305002708,0.6250869609620426,2.050810305002708
2019-02-25 02:00:00+00:00,0.6250869609620426,2.050810305002708,0.6250869609620426,2.050810305002708
2019-02-25 03:00:00+00:00,0.6250869609620426,2.050810305002708,0.6250869609620426,2.050810305002708
2019-02-25 04:00:00+00:00,0.6256211528378829,2.0525629030766397,0.6256211528378829,2.0525629030766397
2019-02-25 05:00:00+00:00,0.6250869609620426,2.050810305002708,0.6250869609620426,2.050810305002708
2019-02-25 06:00:00+00:00,0.6245527690862024,2.0490577069287763,0.6245527690862024,2.0490577069287763
2019-02-25 07:00:00+00:00,0.623484385334522,2.045552510780913,0.623484385334522,2.045552510780913
2019-02-25 08:00:00+00:00,0.6224160015828416,2.04204731463305,0.6224160015828416,2.04204731463305
2019-02-25 09:00:00+00:00,0.6213476178311611,2.0385421184851866,0.6213476178311611,2.0385421184851866
2019-02-25 10:00:00+00:00,0.6202792340794807,2.0350369223373237,0.6202792340794807,2.0350369223373237
2019-02-25 11:00:00+00:00,0.6192108503278002,2.03153172618946,0.6192108503278002,2.03153172618946
2019-02-25 12:00:00+00:00,0.6192108503278002,2.03153172618946,0.6192108503278002,2.03153172618946
2019-02-25 13:00:00+00:00,0.6186766584519601,2.029779128115529,0.6186766584519601,2.029779128115529
2019-02-25 14:00:00+00:00,0.6181424665761198,2.028026530041597,0.6181424665761198,2.028026530041597
