time_utc,gage_height_m,gage_height_ft,gage_height_m_extra,gage_height_ft_extra
2019-02-24 00:00:00+00:00,0.6883308725049866,2.25830345974926,0.6883308725049866,2.25830345974926
2019-02-24 01:00:00+00:00,0.6869733986721346,2.253849805299486,0.6869733986721346,2.253849805299486
2019-02-24 02:00:00+00:00,0.6861589143724234,2.2511776126296215,0.6861589143724234,2.2511776126296215
2019-02-24 03:00:00+00:00,0.6856159248392827,2.2493961508497122,0.6856159248392827,2.2493961508497122
2019-02-24 04:00:00+00:00,0.6853444300727123,2.2485054199597574,0.6853444300727123,2.2485054199597574
2019-02-24 05:00:00+00:00,0.6853444300727123,2.2485054199597574,0.6853444300727123,2.2485054199597574
2019-02-24 06:00:00+00:00,0.6850729353061419,2.2476146890698026,0.6850729353061419,2.2476146890698026
2019-02-24 07:00:00+00:00,0.6850729353061419,2.2476146890698026,0.6850729353061419,2.2476146890698026
2019-02-24 08:00:00+00:00,0.6848014405395715,2.2467239581798477,0.6848014405395715,2.2467239581798477
2019-02-24 09:00:00+00:00,0.6848014405395715,2.2467239581798477,0.6848014405395715,2.2467239581798477
2019-02-24 10:00:00+00:00,0.6845299457730011,2.245833227289893,0.6845299457730011,2.245833227289893
2019-02-24 11:00:00+00:00,0.6842584510064307,2.244942496399938,0.6842584510064307,2.244942496399938
2019-02-24 12:00:00+00:00,0.6839869562398603,2.244051765509983,0.6839869562398603,2.244051765509983
2019-02-24 13:00:00+00:00,0.6834439667067195,2.2422703037300735,0.6834439667067195,2.2422703037300735
2019-02-24 14:00:00+00:00,0.6831724719401491,2.2413795728401187,0.6831724719401491,2.2413795728401187
2019-02-24 15:00:00+00:00,0.6831724719401491,2.2413795728401187,0.6831724719401491,2.2413795728401187
2019-02-24 16:00:00+00:00,0.6831724719401491,2.2413795728401187,0.6831724719401491,2.2413795728401187
2019-02-24 17:00:00+00:00,0.6826294824070083,2.239598111060209,0.6826294824070083,2.239598111060209
2019-02-24 18:00:00+00:00,0.6820864928738675,2.2378166492802993,0.6820864928738675,2.2378166492802993
2019-02-24 19:00:00+00:00,0.6815435033407268,2.23603518750039,0.6815435033407268,2.23603518750039
2019-02-24 20:00:00+00:00,0.6815435033407268,2.23603518750039,0.6815435033407268,2.23603518750039
2019-02-24 21:00:00+00:00,0.6818149981072972,2.236925918390345,0.6818149981072972,2.236925918390345
2019-02-24 22:00:00+00:00,0.6815435033407268,2.23603518750039,0.6815435033407268,2.23603518750039
2019-02-24 23:00:00+00:00,0.6812720085741564,2.2351444566104353,0.6812720085741564,2.2351444566104353
2019-02-25 00:00:00+00:00,0.6812720085741564,2.2351444566104353,0.6812720085741564,2.2351444566104353
2019-02-25 01:00:00+00:00,0.6812720085741564,2.2351444566104353,0.6812720085741564,2.2351444566104353
2019-02-25 02:00:00+00:00,0.6815435033407268,2.23603518750039,0.6815435033407268,2.23603518750039
2019-02-25 03:00:00+00:00,0.6829009771735787,2.240488841950164,0.6829009771735787,2.240488841950164
2019-02-25 04:00:00+00:00,0.6839869562398603,2.244051765509983,0.6839869562398603,2.244051765509983
2019-02-25 05:00:00+00:00,0.6850729353061419,2.2476146890698026,0.6850729353061419,2.2476146890698026
