11458433,2022,12,29,0.608812201728
11458433,2022,12,30,6.569508409344
11458433,2022,12,31,7.334063267328
11458433,2023,1,1,2.6447934716928
11458433,2023,1,2,1.5772483551744
11458433,2023,1,3,1.2685947273216
11458433,2023,1,4,5.94653778432
11458433,2023,1,5,12.799214659584
11458433,2023,1,6,5.012081846784
11458433,2023,1,7,3.199803664896
11458433,2023,1,8,6.880993721856
11458433,2023,1,9,18.802386137088
11458433,2023,1,10,7.192479034368
11458433,2023,1,11,5.493468238848
11458433,2023,1,12,4.785547074048
11458433,2023,1,13,5.550101932032
11458433,2023,1,14,12.770897812992
11458433,2023,1,15,7.673865426432
11458433,2023,1,16,5.833270397952
11458433,2023,1,17,3.567922670592
11458433,2023,1,18,2.6249716790784
11458433,2023,1,19,2.237030880768
11458433,2023,1,20,1.7160009034752
